id_mata_kuliah	kd_mata_kuliah	nama_mata_kuliah	nama_mata_kuliah_english	sks	semester	tingkat_mata_kuliah	index_minimum	id_program_studi	nama_prodi	nama_prodi_en
18	BKD21G3	PEND. AGAMA KRISTEN PROTESTAN	PROTESTANT CHRISTIAN EDUCATION	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
19	BKD21F3	PEND. AGAMA KRISTEN KATOLIK	CATHOLIC CHRISTIAN EDUCATION	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
20	BKD21H3	PENDIDIKAN AGAMA BUDHA	BUDDHIST EDUCATION	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
21	BKD21I3	PENDIDIKAN AGAMA HINDU	HINDU EDUCATION	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
22	BKD51F2	PANCASILA & UUD 1945	PANCASILA AND THE 1945 CONSTITUTION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
23	BKD61C2	PENDIDIKAN KEWARGANEGARAAN	CIVIC EDUCATION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
24	BKD21E3	PANCASILA & P. KEWARGANEGARAAN	PANCASILA AND CIVIC EDUCATION	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
25	BKD11H2	PANCASILA DAN KEWARGANEGARAAN	PANCASILA AND CITIZENSHIP	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
26	BKD31E2	PENDIDIKAN AGAMA KHONGHUCU	CONFUCIANISM EDUCATION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
27	BKD11E2	PENDIDIKAN AGAMA KHONGHUCU	CONFUCIANISM EDUCATION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
28	BKD62D3	PENGANTAR MANAJEMEN	INTRODUCTION TO MANAGEMENT	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
29	BKD51D3	PENGANTAR EKONOMI MAKRO	INTRODUCTION TO MACROECONOMICS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
30	BKD51B3	MATEMATIKA BISNIS	BUSINESS MATHEMATICS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
31	BKD41A3	DASAR AKUNTANSI	ACCOUNTING BASIS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
32	BKD31H0	LABORATORIUM DASAR AKUNTANSI	BASIC ACCOUNTING LABORATORY	0	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
33	BKD41C2	BAHASA INGGRIS KEU. & BANK I	ENGLISH FOR FINANCE AND BANK I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
34	BKD31G0	LAB. BHS. INGGRIS KEU.& BANK I	ENGLISH LABORATORY FOR FINANCE AND BANK I	0	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
35	BKD42C3	APLIKASI KOMPUTER I	COMPUTER APPLICATION I	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
36	BKD91A0	LAB. APLIKASI KOMPUTER I	COMPUTER APPLICATION LABORATORY I	0	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
37	BKD42D3	APLIKASI KOMPUTER II	COMPUTER APPLICATION II	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
38	BKD92I0	LAB. APLIKASI KOMPUTER II	COMPUTER APPLICATION LABORATORY II	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
39	BKD52H3	PENGANTAR EKONOMI MIKRO	INTRODUCTION TO MICROECONOMICS	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
40	BKD52A4	AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING	4	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
41	BKD32L0	LAB. AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING LABORATORY	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
42	BKD52B4	HUKUM DAGANG & PERDATA	COMMERCIAL AND CIVIL LAW	4	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
43	BKD52I3	STATISTIKA BISNIS	BUSINESS STATISTICS	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
44	BKD65H2	METODOLOGI PENELITIAN	RESEARCH METHODOLOGY	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
45	BKD55D3	PERPAJAKAN	TAXATION	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
46	BKD42E2	BAHASA INGGRIS KEU. & BANK II	ENGLISH FOR FINANCE AND BANKING II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
47	BKD32M0	LAB. BHS.INGGRIS KEU.& BANK II	ENGLISH LABORATORY FOR FINANCE AND BANK II	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
48	BKD42A0	LAB. STATISTIKA BISNIS	BUSINESS STATISTICS LABORATORY	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
49	BKD61A3	AKUNTANSI DASAR I	BASIC ACCOUNTING I	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
50	BKD31F0	LAB. AKUNTANSI DASAR I	BASIC ACCOUNTING LABORATORY I	0	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
51	BKD62A3	AKUNTANSI DASAR II	BASIC ACCOUNTING II	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
52	BKD32K0	LAB. AKUNTANSI DASAR II	BASIC ACCOUNTING LABORATORY II	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
53	BKD21D2	LAB. AKUNTANSI DASAR I	BASIC ACCOUNTING LABORATORY I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
54	BKD42B3	AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
55	BKD61B2	BAHASA INGGRIS I	ENGLISH I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
56	BKD31B2	LAB. BAHASA INGGRIS I	ENGLISH LABORATORY I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
57	BKD62B2	BAHASA INGGRIS II	ENGLISH II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
58	BKD32F2	LAB. BAHASA INGGRIS II	ENGLISH LABORATORY II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
59	BKD71D3	PENGANTAR ILMU EKONOMI	INTRODUCTION TO ECONOMICS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
60	BKD21C3	PENGANTAR AKUNTANSI I	INTRODUCTION TO ACCOUNTING I	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
61	BKD21A2	LAB. PENGANTAR AKUNTANSI I	INTRODUCTION TO ACCOUNTING LABORATORY I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
62	BKD22B3	PENGANTAR AKUNTANSI II	INTRODUCTION TO ACCOUNTING II	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
63	BKD22A2	LAB. PENGANTAR AKUNTANSI II	INTRODUCTION TO ACCOUNTING LABORATORY II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
64	BKD41B3	AKUNTANSI DASAR	BASIC ACCOUNTING	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
65	BKD52G3	PENGANTAR APLIKASI KOMPUTER	INTRODUCTION TO COMPUTER APPLICATION	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
66	BKD32G2	MATEMATIKA BISNIS	BUSINESS MATHEMATICS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
67	BKD62E3	HUKUM DAGANG & PERDATA	COMMERCIAL AND CIVIL LAW	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
68	BKD41D2	BAHASA INGGRIS PERBANKAN I	BANKING ENGLISH I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
69	BKD42F2	BAHASA INGGRIS PERBANKAN II	BANKING ENGLISH II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
70	BKD32A3	BAHASA INDONESIA	INDONESIAN	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
71	BKD32C2	HUKUM DAGANG & PERDATA	COMMERCIAL AND CIVIL LAW	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
72	BKD32H2	STATISTIKA BISNIS	BUSINESS STATISTICS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
73	BKD32D2	LAB. AKUNTANSI DASAR II	BASIC ACCOUNTING LABORATORY II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
74	BKD64B3	METODOLOGI PENELITIAN	RESEARCH METHODOLOGY	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
75	BKD11G1	LAB. BAHASA INGGRIS I	ENGLISH LABORATORY I	1	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
76	BKD51E3	PENGANTAR BISNIS	INTRODUCTION TO BUSINESS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
77	BKD31D3	PENGANTAR AKUNTANSI	INTRODUCTION TO ACCOUNTING	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
78	BKD31C2	LAB. PENGANTAR AKUNTANSI	INTRODUCTION TO ACCOUNTING LABORATORY	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
79	BKD33A2	STATISTIKA	STATISTICS	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
80	BKD13C2	LAB. STATISTIKA	STATISTICS LABORATORY	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
81	BKD25E2	PERPAJAKAN	TAXATION	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
82	BKD13G2	LAB. PERPAJAKAN	TAXATION LABORATORY	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
83	BKD65A3	MANAJEMEN RESIKO	RISK MANAGEMENT	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
84	BKD15C3	ETIKA BISNIS	BUSINESS ETHICS	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
85	BKD13F0	LAB. INTERNET	INTERNET LABORATORY	0	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
86	BKD32E2	LAB. AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING LABORATORY	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
87	BKD52D2	PENGANTAR APLIKASI KOMPUTER	INTRODUCTION TO COMPUTER APPLICATION	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
88	BKD12D2	LAB. PENG. APLIKASI KOMPUTER	INTRODUCTION TO COMPUTER APPLICATION LABORATORY	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
89	BKD32B2	BAHASA INDONESIA	INDONESIAN	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
90	BKD31A2	HUKUM BISNIS	BUSINESS LAW	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
91	BKD11B2	PENGANTAR HUKUM BISNIS	INTRODUCTION TO BUSINESS LAW	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
92	BKD11C2	PRAKTEK PENGANTAR AKUNTANSI	INTRODUCTION TO ACCOUNTING PRACTICE	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
93	BKD11D2	PRAKTIKUM BAHASA INGGRIS I	ENGLISH PRACTICUM I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
94	BKD11F2	PENGANTAR BISNIS	INTRODUCTION TO BUSINESS	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
95	BKD12C2	PRAKTIKUM BAHASA INGGRIS II	ENGLISH PRACTICUM II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
96	BKD12B2	PRAK. PENG. APLIKASI KOMPUTER	INTRODUCTION TO COMPUTER APPLICATION PRACTICUM	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
97	BKD13B2	STATISTIKA KEUANGAN DAN BISNIS	FINANCIAL AND BUSINESS STATISTICS	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
98	BKD05H2	PRAKTEK PERPAJAKAN	TAXATION PRACTICE	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
99	BKD03I2	PRAKTEK STATISTIKA	STATISTICS PRACTICE	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
100	BKD01B2	BAHASA INDONESIA TERAPAN	APPLIED INDONESIAN	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
101	BKD01G1	PRAKTIKUM BAHASA INGGRIS I	ENGLISH PRACTICUM I	1	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
102	BKD02D1	PRAKTIKUM BAHASA INGGRIS II	ENGLISH PRACTICUM II	1	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
103	BKD03F3	PRAK. STATISTIKA KEU. & BISNIS	FINANCIAL AND BUSINESS STATISTICS PRACTICUM	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
104	BKD02G2	PRAKTEK AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING PRACTICE	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
105	BKD02E2	AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
106	BKD02F2	MJN.BISNIS KECIL&KEWIRAUSAHAAN	SMALL BUSINESS MANAGEMENT AND ENTREPRENEURSHIP	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
107	BKD05G2	ETIKA BISNIS PERBANKAN	BANKING BUSINESS ETHICS	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
108	BKD01F2	PENGANTAR MANAJEMEN	INTRODUCTION TO MANAGEMENT	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
109	BKD01E2	PENGANTAR ILMU EKONOMI	INTRODUCTION TO ECONOMICS	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
110	BKD01D2	PENGANTAR AKUNTANSI	INTRODUCTION TO ACCOUNTING	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
111	BKD95B2	ETIKA BISNIS DALAM PERBANKAN	BUSINESS ETHICS IN BANKING	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
112	BKD41E3	KEUANGAN DAN BANK	FINANCE AND BANK	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
113	BKD62C3	MATEMATIKA KEUANGAN	FINANCIAL MATHEMATICS	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
114	BKD43F3	EKONOMI MONETER	MONETARY ECONOMICS	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
115	BKD43E3	EKONOMI / KEUANGAN SYARIAH	SHARIA ECONOMY / FINANCE	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
116	BKD43A3	PRAKTEK AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING PRACTICE	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
117	BKD43D4	AKUNTANSI BANK	BANK ACCOUNTING	4	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
118	BKD43B3	DASAR MANAJEMEN KEUANGAN	BASICS OF FINANCIAL MANAGEMENT	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
119	BKD53C3	MANAJEMEN PERKREDITAN	CREDIT MANAGEMENT	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
120	BKD53B3	LALULINTAS PEMBAY. DALAM & LN	DOMESTIC AND OVERSEAS PAYMENT TRAFFIC	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
121	BKD54C3	ANALISA LAPORAN KEUANGAN	ANALYSIS OF FINANCIAL STATEMENTS	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
122	BKD43G3	MANAJEMEN DANA BANK	BANK FUND MANAGEMENT	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
123	BKD64A3	MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
124	BKD44D3	MANAJEMEN PEMASARAN BANK	BANK MARKETING MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
125	BKD46B4	PRAKTIKUM BANK MINI	MINI BANK PRACTICUM	4	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
126	BKD46A3	PASAR UANG DAN MODAL	MONEY AND CAPITAL MARKET	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
127	BKD65G3	MANAJEMEN SUMBER DAYA MANUSIA	HUMAN RESOURCE MANAGEMENT	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
128	BKD55C3	KEUANGAN NEGARA	STATE FINANCE	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
129	BKD57A4	TUGAS AKHIR / MAGANG	FINAL PROJECT / INTERNSHIP	4	Ganjil	4	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
130	BKD33B3	AKUNTANSI KEUANGAN I	FINANCIAL ACCOUNTING I	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
131	BKD32I0	LAB. AKUNTANSI KEUANGAN I	FINANCIAL ACCOUNTING LABORATORY I	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
132	BKD34B3	AKUNTANSI KEUANGAN II	FINANCIAL ACCOUNTING II	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
133	BKD34C0	LAB. AKUNTANSI KEUANGAN II	FINANCIAL ACCOUNTING LABORATORY II	0	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
134	BKD23B3	ANGGARAN PERUSAHAAN	COMPANY BUDGET	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
135	BKD52C2	MATEMATIKA KEUANGAN	FINANCIAL MATHEMATICS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
136	BKD23F3	MANAJEMEN PELAYANAN BANK	BANK SERVICE MANAGEMENT	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
137	BKD24D3	MANAJEMEN OPERASIONAL BANK	BANK OPERATIONAL MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
138	BKD24C3	KEUANGAN & PERBANKAN SYARIAH	SHARIA FINANCE AND BANKING	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
139	BKD24B3	AKUNTANSI BANK	BANK ACCOUNTING	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
140	BKD23E2	LAB. AKUNTANSI BANK	BANK ACCOUNTING LABORATORY	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
141	BKD26B0	LAB. PASAR MODAL	CAPITAL MARKET LABORATORY	0	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
142	BKD21B3	MATEMATIKA BISNIS DAN KEUANGAN	BUSINESS MATHEMATICS AND FINANCE	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
143	BKD23A2	AKUNTANSI BANK	BANK ACCOUNTING	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
144	BKD13E3	BANK & LEMB. KEUANGAN LAINNYA	BANKS AND OTHER FINANCIAL INSTITUTIONS	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
145	BKD14K2	MANAJEMEN PELAYANAN BANK	BANK SERVICE MANAGEMENT	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
146	BKD14J3	MANAJEMEN DANA DAN KREDIT BANK	BANK CREDIT AND FUND MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
147	BKD24E2	PASAR UANG DAN MODAL	MONEY AND CAPITAL MARKET	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
148	BKD14I2	LAB. PASAR UANG DAN MODAL	MONEY AND CAPITAL MARKET LABORATORY	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
149	BKD13B3	MJN.BISNIS KECIL&KEWIRAUSAHAAN	SMALL BUSINESS MANAGEMENT AND ENTREPRENEURSHIP	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
150	BKD11A2	MATEMATIKA BISNIS DAN KEUANGAN	BUSINESS MATHEMATICS AND FINANCE	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
151	BKD14G2	MANAJEMEN PEMASARAN	MARKETING MANAGEMENT	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
152	BKD14B2	MANAJEMEN EKSPOR IMPOR	IMPORT EXPORT MANAGEMENT	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
153	BKD14D3	MNJ. PMSRN PRODUK & JASA BANK	BANK PRODUCT AND SERVICE MARKETING MANAGEMENT	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
154	BKD03H2	PRAKTEK AKUNTANSI BANK	BANK ACCOUNTING PRACTICE	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
155	BKD02B2	EKONOMI MONETER	MONETARY ECONOMICS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
156	BKD03C2	MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
157	BKD03D3	PRAKTEK AKUNTANSI BANK	BANK ACCOUNTING PRACTICE	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
158	BKD14E2	PENGANTAR PASAR UANG & MODAL	INTRODUCTION TO MONEY AND CAPITAL MARKET	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
159	BKD14F2	PRAKTIKUM PASAR UANG & MODAL	MONEY AND CAPITAL MARKET PRACTICUM	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
160	BKD02C2	MANAJEMEN SUMBER DAYA MANUSIA	HUMAN RESOURCE MANAGEMENT	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
161	BKD03G3	MANAJEMEN RESIKO PERBANKAN	BANKING RISK MANAGEMENT	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
162	BKD01A2	PENDIDIKAN AGAMA KATHOLIK	CATHOLIC EDUCATION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
163	BKD01C2	PENDIDIKAN AGAMA PROTESTAN	PROTESTANT EDUCATION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
164	BKD02A2	BANK&LEMBAGA KEUANGAN NON BANK	BANKS AND NON-BANK FINANCIAL INSTITUTIONS	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
165	BKD05B2	MANAJEMEN RESIKO PERBANKAN	BANKING RISK MANAGEMENT	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
166	BKD04A2	PASAR MODAL	CAPITAL MARKET	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
167	BKD04B2	PRAKTIKUM PASAR MODAL	CAPITAL MARKET PRACTICE	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
168	BKD05A3	DIGITAL BANKING	DIGITAL BANKING	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
169	BKD05C3	MANAJEMEN TREASURY	TREASURY MANAGEMENT	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
170	BKD44A3	PERBANKAN SYARIAH	SHARIA BANKING	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
171	BKD45A3	PRAKTEK EKSPOR IMPOR	IMPORT EXPORT PRACTICE	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
172	BKD54A3	PRAKTEK PERKREDITAN	CREDIT PRACTICE	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
173	BKD55B3	ASPEK HUKUM DALAM BANK	LEGAL ASPECTS IN BANKING	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
174	BKD55E3	SISTEM INFORMASI MANAJEMEN	MANAGEMENT INFORMATION SYSTEM	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
175	BKD56B2	KAPITA SELEKTA	CAPITA SELECTA	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
