id_mata_kuliah	kd_mata_kuliah	nama_mata_kuliah	nama_mata_kuliah_english	sks	semester	tingkat_mata_kuliah	index_minimum	id_program_studi	nama_prodi	nama_prodi_en
176	BKD46C3	SEMINAR KEUANGAN & PERBANKAN	FINANCE AND BANKING SEMINAR	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
177	BKD33D0	BAHASA INGGRIS CONVERSATION I	ENGLISH CONVERSATION I	0	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
178	BKD32J0	BAHASA INGGRIS CONVERSATION II	ENGLISH CONVERSATION II	0	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
179	BKD33C0	BHS. INGGRIS CONVERSATION III	ENGLISH CONVERSATION III	0	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
180	BKD34A0	BAHASA INGGRIS CONVERSATION IV	ENGLISH CONVERSATION IV	0	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
181	BKD35A0	BAHASA INGGRIS CONVERSATION V	ENGLISH CONVERSATION V	0	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
182	BKD36B0	BAHASA INGGRIS CONVERSATION VI	ENGLISH CONVERSATION VI	0	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
183	BKD45B4	KERJA PRAKTEK	PRACTICAL WORK	4	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
184	BKD45D0	PRAKTEK MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT PRACTICE	0	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
185	BKD96B0	BAHASA MANDARIN	MANDARIN LANGUAGE	0	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
186	BKD45C3	PRAKTEK AKT. KEU. (MYOB ACC)	FINANCIAL ACCOUNTING PRACTICE (MYOB ACC)	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
187	BKD36A0	PRAKTEK PERBANKAN	BANKING PRACTICE	0	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
188	BKD23C2	ASPEK HUKUM DALAM BANK	LEGAL ASPECTS IN BANKING	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
189	BKD23H3	SISTEM INFORMASI MJN. KEUANGAN	FINANCIAL MANAGEMENT INFORMATION SYSTEM	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
190	BKD23G3	PRAKTIKUM AKUNTANSI KEUANGAN	FINANCIAL ACCOUNTING PRACTICUM	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
191	BKD96H2	SEMINAR KEUANGAN & BANK	FINANCE AND BANK SEMINAR	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
192	BKD23D1	B.INGG. KOMUNIKASI & BISNIS I	ENGLISH COMMUNICATION AND BUSINESS I	1	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
193	BKD25C2	PRAKTIKUM MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT PRACTICUM	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
194	BKD25B2	PRAKTIKUM EKSPOR IMPOR	IMPORT EXPORT PRACTICUM	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
195	BKD26A2	PRAKTIKUM PERBANKAN SYARIAH	SHARIA BANKING PRACTICUM	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
196	BKD25A2	PRAKTEK MANAJEMEN PERKREDITAN	CREDIT MANAGEMENT PRACTICE	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
197	BKD25D2	KOMPUTER AKUNTANSI	ACCOUNTING COMPUTER	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
198	BKD24A1	B.INGG. KOMUNIKASI & BISNIS II	ENGLISH COMMUNICATION AND BUSINESS II	1	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
199	BKD56D2	KEWIRAUSAHAAN	ENTREPRENEURSHIP	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
200	BKD15B2	PRAKTIKUM BANK MINI	MINI BANK PRACTICUM	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
201	BKD15A3	PRAKTIKUM BANK MINI	MINI BANK PRACTICUM	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
202	BKD03E3	PRAKTIKUM MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT PRACTICUM	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
203	BKD95C3	KOMPUTER AKUNTANSI	ACCOUNTING COMPUTER	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
204	BKD95G3	PRAKTIKUM BANK MINI SYARIAH	SHARIA MINI BANK PRACTICUM	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
205	BKD95F3	PRAKTEK MANAJEMEN PERKREDITAN	CREDIT MANAGEMENT PRACTICE	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
206	BKD14C2	MANAJEMEN PERKREDITAN	CREDIT MANAGEMENT	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
207	BKD12A2	ASPEK HUKUM DALAM PERBANKAN	LEGAL ASPECTS IN BANKING	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
208	BKD13A2	B.INGGRIS KOM.UMUM & BISNIS I	GENERAL AND BUSINESS COMMUNICATION ENGLISH I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
209	BKD14A1	BUSINESS ENGLISH FOR BANKING	BUSINESS ENGLISH FOR BANKING	1	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
210	BKD03B2	BUSINESS ENGLISH FOR BANKING	BUSINESS ENGLISH FOR BANKING	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
211	BKD55A4	AKUNTANSI MANAJEMEN KEUANGAN	FINANCIAL MANAGEMENT ACCOUNTING	4	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
212	BKD51C3	PENGANTAR BISNIS	INTRODUCTION TO BUSINESS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
213	BKD51A2	BAHASA INGGRIS PERBANKAN	BANKING ENGLISH	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
214	BKD52F3	KORESPONDENSI BAHASA INGGRIS	ENGLISH CORRESPONDENCE	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
215	BKD52J2	TEKNOLOGI ADMINISTRASI BANK	BANK ADMINISTRATION TECHNOLOGY	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
216	BKD42G3	AKUNTANSI KEUANGAN MENENGAH	INTERMEDIATE FINANCIAL ACCOUNTING	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
217	BKD53D2	ETIKA PERBANKAN	BANKING ETHICS	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
218	BKD43C3	EKONOMI MONETER I	MONETARY ECONOMICS I	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
219	BKD44C3	EKONOMI MONETER II	MONETARY ECONOMICS II	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
220	BKD44B3	DASAR ANALISA LAPORAN KEUANGAN	BASIC FINANCIAL STATEMENT ANALYSIS	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
221	BKD56C6	PRAKTIKUM BANK MINI	MINI BANK PRACTICUM	6	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
222	BKD14H0	TOEFL KEUANGAN & PERBANKAN D3	TOEFL FINANCE AND BANKING D3	0	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
223	BKD52E3	KEWIRAUSAHAAN	ENTREPRENEURSHIP	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
224	BKD53A6	EKONOMI MONETER	MONETARY ECONOMICS	6	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
225	BKD54B1	KAPITA SELEKTA	CAPITA SELECTA	1	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
226	BKD56A3	AUDITING I DAN II	AUDITING I AND II	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
227	BKD81D2	PENDIDIKAN AGAMA	RELIGIOUS EDUCATION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
228	BKD81C2	PANCASILA & UUD 1945	PANCASILA AND THE 1945 CONSTITUTION	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
229	BKD81A2	KEWIRAAN	HEROISM	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
230	BKD81B2	MATEMATIKA I	MATHEMATICS I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
231	BKD81I2	STATISTIK I	STATISTICS I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
232	BKD81F2	PENG. TEORI EKONOMI I	INTRODUCTION TO ECONOMICS THEORY I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
233	BKD81E2	PENG. EKONOMI PERUSAHAAN	INTRODUCTION TO CORPORATE ECONOMICS	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
234	BKD81H2	PENGANTAR MANAJEMEN I	INTRODUCTION TO MANAGEMENT I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
235	BKD81G2	PENGANTAR AKUNTANSI I	INTRODUCTION TO ACCOUNTING I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
236	BKD82A2	BAHASA INDONESIA	INDONESIAN	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
237	BKD92C2	MATEMATIKA II	MATHEMATICS II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
238	BKD92H2	STATISTIK II	STATISTICS II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
239	BKD92F2	PENGANTAR MAKETING I	INTRODUCTION TO MARKETING I	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
240	BKD92D2	PENG. TEORI EKONOMI II	INTRODUCTION TO ECONOMICS THEORY II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
241	BKD92E2	PENGANTAR AKUNTANSI II	INTRODUCTION TO ACCOUNTING II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
242	BKD92G2	PENGANTAR MANAJEMEN II	INTRODUCTION TO MANAGEMENT II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
243	BKD92B2	KOPERASI	COOPERATIVE	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
244	BKD92A2	BAHASA INGGRIS I	ENGLISH I	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
245	BKD83I2	PEMBELANJAAN PERUSAHAAN I	CORPORATE EXPENDITURE I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
246	BKD83J2	PENGANTAR MARKETING II	INTRODUCTION TO MARKETING II	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
247	BKD83C2	AKUNTANSI LANJUTAN I	ADVANCED ACCOUNTING I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
248	BKD83H2	MANAJEMEN UMUM I	GENERAL MANAGEMENT I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
249	BKD83B2	AKUNTANSI BIAYA I	COST ACCOUNTING I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
250	BKD83G2	MANAJEMEN PEMASARAN I	MARKETING MANAGEMENT I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
251	BKD83F2	HUKUM DAGANG	COMMERCIAL LAW	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
252	BKD83E2	EKONOMI INDUSTRI I	INDUSTRIAL ECONOMICS I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
253	BKD83D2	BAHASA INGGRIS II	ENGLISH II	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
254	BKD84I2	PEMBELANJAAN PERUSAHAAN II	CORPORATE EXPENDITURE II	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
255	BKD84H2	MARKETING I	MARKETING I	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
256	BKD84B2	AKUNTANSI LANJUTAN II	ADVANCED ACCOUNTING II	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
257	BKD84G2	MANAJEMEN UMUM II	GENERAL MANAGEMENT II	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
258	BKD84A2	AKUNTANSI BIAYA II	COST ACCOUNTING II	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
259	BKD84F2	MANAJEMEN PEMASARAN II	MARKETING MANAGEMENT II	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
260	BKD84E2	EKONOMI PEMBANGUNAN	DEVELOPMENT ECONOMICS	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
261	BKD84D2	EKONOMI INDUSTRI II	INDUSTRIAL ECONOMICS II	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
262	BKD84C2	BUSINESS CORRESSPONDENCE I	BUSINESS CORRESSPONDENCE I	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
263	BKD75G2	PEMBELANJAAN PERUSAHAAN III	CORPORATE EXPENDITURE III	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
264	BKD75B2	AKUNTANSI LANJUTAN III	ADVANCED ACCOUNTING III	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
265	BKD75A2	AKUNTANSI BIAYA III	COST ACCOUNTING III	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
266	BKD75F2	MARKETING II	MARKETING II	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
267	BKD75H2	PEMERIKSAAN AKUNTANSI I	ACCOUNTING AUDIT I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
268	BKD75D2	MANAGERIAL ACCOUNTING I	MANAGERIAL ACCOUNTING I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
269	BKD75K2	SISTEM AKUNTANSI I	ACCOUNTING SYSTEM I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
270	BKD75I2	PEND. APLIKASI KOMPUTER I	COMPUTER APPLICATION EDUCATION I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
271	BKD75C2	BUSINESS CORRESPONDENCE II	BUSINESS CORRESPONDENCE II	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
272	BKD75J2	PERPAJAKAN I	TAXATION I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
273	BKD76C2	PEMBELANJAAN PERUSAHAAN IV	CORPORATE EXPENDITURE IV	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
274	BKD76A2	AKUNTANSI LANJUTAN IV	ADVANCED ACCOUNTING IV	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
275	BKD75E2	MANAJEMEN UMUM III	GENERAL MANAGEMENT III	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
276	BKD76D2	PEMERIKSAAN AKUNTANSI II	ACCOUNTING AUDIT II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
277	BKD76B2	MANAGERIAL ACCOUNTING II	MANAGERIAL ACCOUNTING II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
278	BKD86E2	SISTEM AKUNTANSI II	ACCOUNTING SYSTEM II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
279	BKD86C2	PEND. APLIKASI KOMPUTER II	COMPUTER APPLICATION EDUCATION II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
280	BKD86B2	MANAJEMEN SUMBER DAYA MANUSIA	HUMAN RESOURCE MANAGEMENT	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
281	BKD86A2	BUSINESS CORRESPONDENCE III	BUSINESS CORRESPONDENCE III	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
282	BKD86D2	PERPAJAKAN II	TAXATION II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
283	BKD65I2	PERDAGANGAN INTERNASIONAL I	INTERNATIONAL TRADE I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
284	BKD95D2	MARKETING RES. & DEV. I	MARKETING RESEARCH AND DEVELOPMENT I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
285	BKD95A2	EKONOMI MONETER I	MONETARY ECONOMICS I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
286	BKD65F2	MARKETING PRACTICE I	MARKETING PRACTICE I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
287	BKD96G2	PERDAGANGAN INTERNASIONAL II	INTERNATIONAL TRADE II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
288	BKD96A2	AKUNTANSI BIAYA IV	COST ACCOUNTING IV	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
289	BKD96D2	MARKETING III	MARKETING III	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
290	BKD96F2	MARKETING RES. & DEV. II	MARKETING RESEARCH AND DEVELOPMENT II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
291	BKD96C2	EKONOMI MONETER II	MONETARY ECONOMICS II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
292	BKD96E2	MARKETING PRACTICE II	MARKETING PRACTICE II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
293	BKD66G2	MANAJEMEN PERKANTORAN	OFFICE MANAGEMENT	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
294	BKD71B3	MATEMATIKA EKONOMI	MATHEMATICAL ECONOMICS	3	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
295	BKD71C2	PENGANTAR EKONOMI PERUSAHAAN	INTRODUCTION TO CORPORATE ECONOMICS	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
296	BKD71E2	PENGANTAR MANAJEMEN	INTRODUCTION TO MANAGEMENT	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
297	BKD71A2	ILMU ALAMIAH DASAR	BASIC NATURAL SCIENCE	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
298	BKD71F2	PSIKOLOGI PERUSAHAAN I	CORPORATE PSYCHOLOGY I	2	Ganjil	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
299	BKD72G2	PSIKOLOGI PERUSAHAAN II	CORPORATE PSYCHOLOGY II	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
300	BKD72H3	STATISTIK I	STATISTICS I	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
301	BKD63D3	STATISTIK II	STATISTICS II	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
302	BKD72F2	PENGANTAR PEMASARAN	INTRODUCTION TO MARKETING 	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
303	BKD72D2	MANAJEMEN I	MANAGEMENT I	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
304	BKD72A2	BAHASA INGGRIS	ENGLISH	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
305	BKD72B3	DASAR-DASAR AKUNTANSI  I	ACCOUNTING BASICS I	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
306	BKD63A3	DASAR-DASAR AKUNTANSI II	ACCOUNTING BASICS II	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
307	BKD72E3	MANAJEMEN KOPERASI	COOPERATIVE MANAGEMENT	3	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
308	BKD72C2	ILMU BUDAYA DASAR	BASIC CULTURAL SCIENCE	2	Genap	1	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
309	BKD63C3	PEND. APLIKASI KOMPUTER	COMPUTER APPLICATION EDUCATION	3	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
310	BKD63B2	PEMASARAN I	MARKETING I	2	Ganjil	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
311	BKD94A2	PEMASARAN II	MARKETING II	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
312	BKD64D3	SISTEM INFORMASI MANAJEMEN	MANAGEMENT INFORMATION SYSTEM	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
313	BKD74D3	PEMBELANJAAN PERUSAHAAN	CORPORATE EXPENDITURE	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
314	BKD64C3	PENYUSUNAN ANGGARAN PERUSAHAAN	COMPANY BUDGET PREPARATION	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
315	BKD74B2	KORES. NIAGA BAHASA INGGRIS I	ENGLISH BUSINESS CORRESPONDENCE I	2	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
316	BKD65D2	KORES. NIAGA BAHASA INGGRIS II	ENGLISH BUSINESS CORRESPONDENCE II	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
317	BKD74C3	MANAJEMEN PEMBELANJAAN I	EXPENSE MANAGEMENT I	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
318	BKD65E3	MANAJEMEN PEMBELANJAAN II	EXPENSE MANAGEMENT II	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
319	BKD74A3	AKUNTANSI KEUANGAN MENENGAH I	INTERMEDIATE FINANCIAL ACCOUNTING I	3	Genap	2	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
320	BKD65C3	AKUNTANSI KEUANGAN MENENGAH II	INTERMEDIATE FINANCIAL ACCOUNTING II	3	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
321	BKD65B2	AKUNTANSI BIAYA LANJUTAN I	ADVANCED COST ACCOUNTING I	2	Ganjil	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
322	BKD66C2	AKUNTANSI BIAYA LANJUTAN II	ADVANCED COST ACCOUNTING II	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
323	BKD66F3	MANAJEMEN AKUNTANSI	ACCOUNTING MANAGEMENT	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
324	BKD66A2	MANAJEMEN OPERASIONAL	OPERATIONAL MANAGEMENT	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
325	BKD66B3	ORGANISASI PERUSAHAAN	CORPORATE ORGANIZATION	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
326	BKD66D2	ANALISA LAPORAN KEUANGAN	ANALYSIS OF FINANCIAL STATEMENTS	2	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
327	BKD66E3	CONTROLLERSHIP	CONTROLLERSHIP	3	Genap	3	C	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2137	IBIA1A2	PENDIDIKAN AGAMA ISLAM	ISLAMIC EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2138	IBIA1C2	PENDIDIKAN AGAMA KRISTEN PROTESTAN	PROTESTANT CHRISTIAN EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2139	IBIA1B2	PENDIDIKAN AGAMA KRISTEN KATOLIK	CATHOLIC CHRISTIAN EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2140	IBIA1E2	PENDIDIKAN AGAMA BUDDHA	BUDDHIST EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2141	IBIA1D2	PENDIDIKAN AGAMA HINDU	HINDU EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2142	IBIA1P2	PANCASILA DAN KEWARGANEGARAAN	PANCASILA AND CITIZENSHIP	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2143	IBIA1F2	PENDIDIKAN AGAMA KHONGHUCU	CONFUCIANISM EDUCATION	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2144	IBIA1N2	BAHASA INGGRIS I	ENGLISH I	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2145	BKDA1E2	HUKUM BISNIS	BUSINESS LAW	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
2146	BKDA1F3	PRAKTEK PENGANTAR AKUNTANSI	INTRODUCTION TO ACCOUNTING PRACTICE	2	Genap	1	D	1	PERBANKAN DAN KEUANGAN	BANKING AND FINANCE
